age,job,marital,education,housing,loan,deposit
24,services,single,secondary,yes,yes,yes
24,blue-collar,single,secondary,yes,no,yes
28,management,single,tertiary,no,no,yes
28,admin.,single,secondary,no,no,yes
53,management,married,secondary,no,no,yes
45,management,married,tertiary,no,no,yes
33,services,married,secondary,no,no,yes
51,management,married,tertiary,no,no,yes
32,technician,single,tertiary,yes,no,yes
65,retired,married,secondary,no,no,yes
32,blue-collar,married,primary,yes,no,yes
67,retired,married,primary,no,no,yes
53,technician,married,secondary,no,no,yes
41,blue-collar,divorced,primary,no,yes,yes
30,blue-collar,single,secondary,no,no,yes
37,blue-collar,married,secondary,yes,no,yes
27,technician,single,tertiary,yes,no,yes
77,retired,married,tertiary,no,no,yes
32,admin.,single,secondary,no,no,yes
25,management,single,tertiary,no,no,yes
32,management,single,tertiary,yes,no,yes
43,technician,married,secondary,yes,yes,yes
30,services,married,secondary,no,no,yes
59,management,divorced,tertiary,yes,no,yes
61,retired,married,tertiary,yes,yes,yes
32,self-employed,single,tertiary,yes,no,yes
37,management,married,tertiary,no,no,yes
51,self-employed,married,tertiary,yes,yes,yes
55,management,divorced,tertiary,yes,no,yes
38,management,single,tertiary,yes,no,yes
47,admin.,married,secondary,no,no,yes
59,services,divorced,secondary,yes,no,yes
51,retired,married,secondary,no,no,yes
25,admin.,single,secondary,yes,no,yes
67,retired,divorced,primary,no,no,yes
58,entrepreneur,married,secondary,no,no,yes
52,management,single,tertiary,no,no,yes
54,technician,single,tertiary,yes,no,yes
27,technician,single,secondary,no,yes,yes
41,services,married,secondary,yes,no,yes
72,retired,married,secondary,no,no,yes
24,blue-collar,married,secondary,yes,yes,yes
36,admin.,single,tertiary,no,yes,yes
39,services,married,secondary,yes,yes,yes
55,technician,divorced,secondary,no,no,yes
35,admin.,married,secondary,yes,no,yes
32,technician,single,tertiary,no,no,yes
29,blue-collar,single,tertiary,no,no,yes
59,services,single,secondary,no,no,yes
33,management,married,secondary,no,no,yes
30,services,divorced,secondary,yes,no,yes
30,management,single,tertiary,no,no,yes
37,management,married,tertiary,no,no,yes
39,management,single,tertiary,yes,no,yes
40,blue-collar,married,unknown,yes,no,yes
29,management,single,tertiary,no,no,yes
24,unemployed,single,secondary,no,no,yes
31,blue-collar,married,primary,yes,yes,yes
62,management,married,secondary,no,no,yes
33,admin.,married,unknown,no,no,yes
67,management,married,tertiary,no,no,yes
44,self-employed,married,secondary,no,no,yes
79,retired,married,secondary,no,no,yes
30,technician,single,secondary,no,no,yes
38,housemaid,married,primary,no,no,yes
31,management,single,tertiary,no,no,yes
38,technician,married,secondary,no,no,yes
36,services,single,secondary,yes,yes,yes
30,blue-collar,married,secondary,no,no,yes
34,technician,married,tertiary,no,no,yes
27,management,single,primary,no,no,yes
32,admin.,married,tertiary,yes,no,yes
37,management,single,tertiary,yes,no,yes
56,management,married,tertiary,no,no,yes
28,blue-collar,single,secondary,no,no,yes
49,blue-collar,married,secondary,yes,no,yes
23,student,single,secondary,no,no,yes
56,retired,married,secondary,yes,no,yes
54,blue-collar,divorced,primary,no,no,yes
59,management,married,tertiary,yes,no,yes
53,technician,married,secondary,yes,no,yes
51,retired,married,primary,no,no,yes
31,unemployed,married,tertiary,no,no,yes
62,management,divorced,tertiary,no,no,yes
38,technician,single,tertiary,yes,no,yes
25,management,single,tertiary,no,no,yes
43,technician,divorced,unknown,no,no,yes
45,admin.,divorced,secondary,no,no,yes
78,retired,divorced,primary,no,no,yes
30,management,single,tertiary,no,no,yes
69,retired,divorced,tertiary,no,no,yes
48,entrepreneur,married,secondary,no,yes,yes
31,admin.,single,secondary,yes,no,yes
57,retired,single,primary,no,no,no
45,admin.,divorced,secondary,yes,no,no
48,blue-collar,married,secondary,yes,yes,no
34,admin.,single,secondary,yes,no,no
37,entrepreneur,married,tertiary,no,no,no
32,management,married,tertiary,no,no,no
35,self-employed,married,secondary,no,no,no
31,blue-collar,married,primary,yes,yes,no
54,technician,married,tertiary,yes,no,no
52,unemployed,married,secondary,no,no,no
29,self-employed,single,secondary,yes,no,no
34,services,single,secondary,yes,no,no
37,blue-collar,divorced,secondary,yes,no,no
66,housemaid,married,secondary,no,no,no
33,technician,married,secondary,yes,no,no
60,retired,married,secondary,yes,yes,no
55,management,divorced,tertiary,yes,no,no
34,blue-collar,single,secondary,yes,no,no
52,blue-collar,married,primary,no,yes,no
29,services,married,secondary,yes,no,no
43,services,divorced,secondary,yes,no,no
57,services,divorced,primary,yes,no,no
32,blue-collar,married,primary,yes,yes,no
67,unknown,married,tertiary,no,no,no
45,services,married,secondary,no,no,no
47,technician,single,secondary,no,no,no
31,self-employed,single,tertiary,no,no,no
52,blue-collar,divorced,primary,yes,no,no
41,technician,married,secondary,no,no,no
35,blue-collar,single,secondary,yes,no,no
48,management,divorced,tertiary,yes,no,no
53,blue-collar,married,primary,no,no,no
59,entrepreneur,married,primary,no,no,no
26,blue-collar,single,secondary,yes,yes,no
30,management,married,tertiary,no,no,no
56,self-employed,married,tertiary,no,no,no
41,blue-collar,divorced,secondary,yes,no,no
52,technician,married,secondary,yes,no,no
35,admin.,single,secondary,yes,no,no
41,management,married,tertiary,yes,no,no
39,management,married,tertiary,yes,no,no
51,management,married,tertiary,yes,yes,no
46,blue-collar,married,secondary,no,no,no
43,technician,divorced,primary,no,yes,no
31,technician,single,secondary,no,no,no
56,unemployed,married,secondary,yes,no,no
35,entrepreneur,married,secondary,yes,no,no
58,self-employed,married,tertiary,yes,no,no
33,technician,married,secondary,yes,yes,no
36,blue-collar,single,secondary,no,no,no
49,entrepreneur,single,secondary,no,no,no
47,technician,married,secondary,yes,no,no
61,retired,married,primary,yes,yes,no
45,services,married,secondary,yes,no,no
53,management,divorced,tertiary,yes,no,no
31,management,married,tertiary,yes,no,no
35,admin.,married,secondary,yes,no,no
55,management,married,tertiary,yes,no,no
50,technician,married,secondary,yes,yes,no
53,unknown,married,unknown,no,no,no
45,admin.,married,secondary,yes,yes,no
45,unemployed,married,tertiary,no,no,no
32,technician,single,tertiary,no,no,no
33,blue-collar,married,primary,yes,no,no
51,blue-collar,married,primary,yes,yes,no
27,housemaid,married,secondary,yes,yes,no
37,technician,married,secondary,yes,no,no
45,blue-collar,married,primary,no,no,no
40,blue-collar,married,secondary,yes,no,no
41,blue-collar,married,primary,yes,no,no
35,management,single,tertiary,yes,yes,no
62,retired,married,tertiary,yes,no,no
42,technician,married,secondary,yes,no,no
38,management,divorced,tertiary,yes,no,no
36,technician,single,secondary,no,no,no
59,services,married,secondary,yes,yes,no
46,services,divorced,secondary,yes,yes,no
42,blue-collar,married,primary,yes,no,no
27,student,single,secondary,no,no,no
44,technician,married,secondary,yes,no,no
32,services,married,secondary,yes,no,no
32,self-employed,divorced,tertiary,yes,no,no
43,blue-collar,married,secondary,yes,no,no
38,management,married,tertiary,no,no,no
40,services,married,secondary,yes,no,no
44,management,married,tertiary,yes,yes,no
49,management,divorced,tertiary,no,yes,no
37,management,married,tertiary,yes,no,no
40,unemployed,married,secondary,no,no,no
54,management,divorced,tertiary,yes,no,no
38,blue-collar,married,primary,yes,no,no
45,management,married,tertiary,no,yes,no
49,self-employed,married,tertiary,no,no,no
46,technician,married,secondary,yes,no,no
39,blue-collar,married,secondary,yes,no,no
56,management,married,tertiary,yes,no,no
37,blue-collar,married,secondary,yes,no,no
39,management,married,tertiary,yes,no,no
53,self-employed,married,secondary,no,yes,no
38,blue-collar,married,secondary,yes,no,no
25,technician,single,tertiary,yes,no,no
35,technician,married,secondary,no,no,no
47,unemployed,married,primary,no,no,no
40,management,married,tertiary,no,no,no
31,self-employed,married,tertiary,no,no,no
50,technician,married,primary,no,no,no
40,blue-collar,married,secondary,yes,no,no
55,retired,married,tertiary,yes,no,no
31,services,married,secondary,yes,no,no
59,blue-collar,married,primary,yes,yes,no
52,management,married,primary,no,no,no
55,unknown,married,secondary,no,no,no
49,management,married,tertiary,no,no,no
31,self-employed,married,tertiary,yes,no,no
55,entrepreneur,married,secondary,yes,no,no
38,entrepreneur,married,secondary,yes,no,no
52,unemployed,married,secondary,yes,no,no
57,management,divorced,unknown,no,no,no
65,management,divorced,tertiary,no,no,no
53,retired,married,tertiary,no,no,no
34,technician,single,tertiary,yes,no,no
41,self-employed,single,tertiary,no,no,no
44,unemployed,married,tertiary,yes,no,no
49,technician,married,secondary,no,no,no
39,technician,married,secondary,yes,no,no
54,management,married,tertiary,no,no,no
22,student,single,secondary,no,no,no
31,admin.,married,secondary,no,no,no
53,housemaid,married,unknown,no,no,no
59,technician,divorced,secondary,no,no,no
59,admin.,married,secondary,no,no,no
56,management,married,tertiary,yes,yes,no
52,management,divorced,tertiary,yes,no,no
57,entrepreneur,divorced,tertiary,no,no,no
41,admin.,married,secondary,yes,no,no
39,housemaid,married,tertiary,no,no,no
35,management,divorced,tertiary,yes,no,no
53,management,divorced,tertiary,yes,no,no
35,technician,married,secondary,yes,no,no
25,technician,single,secondary,no,no,no
34,services,married,secondary,yes,no,no
38,self-employed,married,secondary,no,no,no
42,management,married,primary,yes,no,no
28,self-employed,single,secondary,yes,no,no
35,blue-collar,married,secondary,yes,no,no
34,admin.,single,secondary,no,no,no
32,technician,married,secondary,yes,no,no
38,entrepreneur,married,unknown,no,no,no
32,management,single,tertiary,no,no,no
41,management,married,tertiary,no,no,no
41,blue-collar,married,secondary,yes,yes,no
26,management,single,tertiary,yes,no,no
60,retired,married,tertiary,yes,no,no
51,services,married,unknown,no,no,no
24,services,single,secondary,yes,yes,no
37,blue-collar,married,unknown,yes,no,no
44,technician,married,secondary,no,no,no
74,retired,divorced,primary,no,no,no
50,technician,married,secondary,no,no,no
31,management,single,tertiary,yes,no,no
31,admin.,married,secondary,no,no,no
25,management,single,tertiary,yes,no,no
39,entrepreneur,married,tertiary,yes,no,no
30,management,single,tertiary,no,no,no
60,management,married,secondary,no,no,no
48,technician,married,secondary,yes,no,no
30,entrepreneur,married,secondary,yes,yes,no
43,services,single,secondary,yes,no,no
44,technician,single,primary,yes,no,no
29,blue-collar,single,secondary,no,yes,no
46,unemployed,married,secondary,yes,no,no
28,blue-collar,single,tertiary,yes,no,no
34,entrepreneur,married,tertiary,yes,no,no
42,management,divorced,tertiary,no,yes,no
59,retired,married,secondary,no,no,no
27,blue-collar,single,secondary,no,no,no
36,blue-collar,married,primary,no,no,no
34,blue-collar,single,secondary,yes,no,no
30,management,married,tertiary,yes,no,no
50,technician,married,tertiary,no,no,no
50,technician,married,tertiary,no,no,no
45,entrepreneur,married,secondary,no,yes,no
40,blue-collar,single,unknown,yes,no,no
49,management,married,tertiary,no,no,no
54,retired,married,secondary,no,no,no
31,blue-collar,single,secondary,yes,no,no
35,self-employed,married,tertiary,yes,yes,no
34,blue-collar,married,tertiary,yes,yes,no
48,admin.,divorced,secondary,yes,no,no
51,blue-collar,married,secondary,no,no,no
47,unemployed,single,tertiary,no,no,no
45,retired,single,secondary,no,no,no
33,management,married,tertiary,no,yes,no
33,services,single,secondary,no,no,no
27,unemployed,single,primary,no,no,no
47,technician,married,secondary,yes,no,no
54,self-employed,divorced,tertiary,yes,yes,no
37,management,married,tertiary,yes,no,no
43,unknown,married,unknown,no,no,no
49,management,married,tertiary,yes,no,no
43,unemployed,married,secondary,no,no,no
27,admin.,single,secondary,yes,no,no
44,services,married,secondary,yes,yes,no
37,management,divorced,tertiary,yes,no,no
50,services,married,secondary,yes,no,no
50,entrepreneur,married,primary,yes,no,no
52,services,married,primary,no,no,no
26,admin.,single,secondary,no,no,no
35,technician,married,secondary,yes,yes,no
47,services,divorced,secondary,yes,no,no
55,services,divorced,primary,yes,no,no
26,blue-collar,single,primary,no,yes,no
37,self-employed,married,secondary,yes,yes,no
56,blue-collar,married,primary,no,no,no
33,management,married,tertiary,yes,no,no
36,blue-collar,married,secondary,yes,no,no
32,management,single,tertiary,no,no,no
30,technician,single,tertiary,no,no,no
39,management,single,tertiary,no,no,no
28,management,single,tertiary,no,no,no
36,self-employed,single,tertiary,no,no,no
39,admin.,single,secondary,yes,no,no
48,management,divorced,secondary,no,yes,no
34,blue-collar,married,secondary,yes,yes,no
50,blue-collar,married,primary,yes,no,no
26,admin.,single,secondary,no,no,no
35,entrepreneur,married,secondary,no,no,no
44,blue-collar,married,primary,yes,no,no
47,management,married,secondary,yes,no,no
62,management,married,tertiary,no,no,no
55,management,single,tertiary,no,no,no
26,management,single,tertiary,no,no,no
88,retired,married,secondary,no,no,no
28,technician,single,tertiary,yes,no,no
41,services,married,secondary,yes,no,no
25,technician,single,tertiary,no,no,no
40,entrepreneur,divorced,tertiary,no,no,no
35,blue-collar,married,primary,yes,no,no
65,retired,divorced,secondary,no,no,no
40,self-employed,single,tertiary,yes,no,no
43,management,divorced,tertiary,yes,no,no
29,management,single,tertiary,no,no,no
48,management,single,secondary,no,yes,no
35,blue-collar,married,secondary,yes,no,no
30,technician,single,secondary,no,no,no
32,management,single,tertiary,yes,no,no
30,student,married,tertiary,no,no,no
30,admin.,single,secondary,yes,no,no
24,admin.,married,secondary,yes,no,no
29,technician,married,secondary,yes,yes,no
44,management,married,tertiary,yes,no,no
42,blue-collar,married,secondary,yes,no,no
45,housemaid,married,primary,yes,no,no
57,housemaid,married,primary,no,no,no
36,blue-collar,married,primary,yes,no,no
49,technician,married,primary,yes,no,no
30,technician,single,tertiary,no,no,no
48,management,divorced,tertiary,no,no,no
32,services,married,secondary,yes,no,no
35,technician,married,secondary,yes,no,no
40,entrepreneur,married,primary,yes,yes,no
32,housemaid,married,primary,yes,no,no
37,admin.,single,tertiary,yes,no,no
37,management,married,tertiary,no,no,no
43,management,married,tertiary,yes,no,no
48,technician,married,secondary,no,no,no
36,technician,married,secondary,yes,no,no
